method,method_name,seed,best_of_n,num_eval_prompts,robust_epsilon,robust_ordinal_expected_max_mean,robust_ordinal_expected_max_se,robust_ordinal_expected_max_ci_low,robust_ordinal_expected_max_ci_high,robust_probability_any_rating_4_mean,robust_probability_any_rating_4_se,robust_probability_any_rating_4_ci_low,robust_probability_any_rating_4_ci_high,ordinal_expected_max_mean,ordinal_expected_max_se,ordinal_expected_max_ci_low,ordinal_expected_max_ci_high,probability_any_rating_4_mean,probability_any_rating_4_se,probability_any_rating_4_ci_low,probability_any_rating_4_ci_high,candidate_expected_rating_mean,candidate_rating_variance_mean,candidate_p4_mean,mean_floor,candidate_mean_violation_rate,candidate_quality_mean,candidate_quality_violation_rate,selected_expected_rating_mean,selected_mean_violation_rate,selected_p4_mean,selected_quality_mean,selected_quality_violation_rate,paired_margin_vs_reference,paired_margin_ci_low_vs_reference,paired_margin_ci_high_vs_reference,mean_response_tokens,reference_kl_final
ev_ppo,StableMax-PPO + Mean/Q,314,32,512,0.04680826120821986,3.5031954438136492,0.02307803110356838,3.456226789231418,3.54671560108867,0.6276925788691105,0.014117206763824408,0.5996404627411592,0.6561104345743023,3.8726992744508273,0.006595668324769116,3.8592699567837316,3.8855855196864297,0.9000134077480445,0.0045023848366530835,0.8912753428552777,0.9090582448943547,1.0843044519424438,1.3891239166259766,0.13534745573997498,0.5526558456855127,0.39959716796875,-0.9298427104949951,0.2906494140625,2.2829162987491145,0.005859375,0.29117764710099436,-0.6710191369056702,0.24609375,0.1338691333529441,0.10952699440507381,0.15994013892357678,59.2723999,0.05331500041
vanilla_ppo,Mean-PPO + Q,314,32,512,0.04680826120821986,3.369326310460703,0.02614789954780259,3.316143884126515,3.4193176857461376,0.5615706299523576,0.014171431318611705,0.5338708852409211,0.5905002470178256,3.836889174682605,0.007492177890711391,3.822151637471915,3.8510788926478443,0.8801557020945521,0.004620024922653339,0.871271468490989,0.8890370888549021,0.9101357460021973,1.2921764850616455,0.11486406624317169,0.5526558456855127,0.50384521484375,-1.0884029865264893,0.4093017578125,2.17382922602701,0.01171875,0.26506469251035014,-0.8795773983001709,0.330078125,0.0,0.0,0.0,61.69891357,0.07859222592
vanilla_grpo,GRPO + Q,314,32,512,0.04680826120821986,3.5634613558971444,0.020057517936029442,3.523173462577824,3.6008068973079954,0.6507622206613841,0.013777321406542399,0.6233976938784295,0.6770711350165998,3.889008699454236,0.005792356636141064,3.877847589874654,3.900303301802658,0.9075215210350867,0.004343728952334394,0.8983827748274856,0.9152879063663854,1.1622083187103271,1.4473735094070435,0.14134547114372253,0.5526558456855127,0.34124755859375,-0.8874945640563965,0.265380859375,2.3130125684983796,0.001953125,0.29175739146012347,-0.6336140036582947,0.205078125,0.19413504543644233,0.1661718809611317,0.22400138932027563,58.98419189,0.07985176495
scalar_max_ppo,Scalar Max@N-PPO + Q,314,32,512,0.04680826120821986,3.5112888534612097,0.022413928479938287,3.4648632880098695,3.5530913590089477,0.6310767439863186,0.013764718181748625,0.6044101262802218,0.6587040174841823,3.8760748893201753,0.006324557404633774,3.8630265520702283,3.8881946889391723,0.9020824706606697,0.004321919604591277,0.8934196041594065,0.9104638481790209,1.0767470598220825,1.3806102275848389,0.13558681309223175,0.5526558456855127,0.4053955078125,-0.9558296799659729,0.31610107421875,2.3053826169161766,0.00390625,0.2947413763467921,-0.6939536333084106,0.263671875,0.14196254300050615,0.1148916497805458,0.17043764940412132,59.43005371,0.05279621684
entropic_ppo,Entropic-PPO + Q,314,32,512,0.04680826120821986,3.4434415800367626,0.02295369526628321,3.3982199667252373,3.487281620465342,0.5870072888637221,0.01406445471455696,0.5600208613286431,0.613422033037023,3.8572535997233413,0.006662305126442871,3.8442140062555055,3.8697838864421197,0.8886551626978053,0.00455404864112109,0.8794766791654681,0.8975913224337335,0.9745743870735168,1.3371257781982422,0.12183912843465805,0.5526558456855127,0.4595947265625,-1.0159070491790771,0.3460693359375,2.2346689460246125,0.001953125,0.27630303642945364,-0.7954408526420593,0.275390625,0.07411526957606099,0.04887710701599149,0.0991557800291575,61.24468994,0.0498805527
nominal_ev_ppo,Nominal Ordinal EV-PPO + Mean/Q,314,32,512,0.04680826120821986,3.4143016495048024,0.02776108071126919,3.358238094900437,3.468623550912797,0.6062151275271961,0.014539005838276355,0.5767886127657645,0.6352286837994074,3.84641666267495,0.00794514258400362,3.83144776659892,3.862197190269975,0.8908950372349664,0.004680322245620998,0.8819533673925443,0.8999621040041024,1.0025254487991333,1.2958965301513672,0.13499106466770172,0.5526558456855127,0.4918212890625,-0.9835008382797241,0.34918212890625,2.247709308823687,0.015625,0.29076565377181396,-0.709335446357727,0.283203125,0.0449753390440988,0.01429063384297376,0.07427574026345231,57.29290771,0.02990328045
ev_ppo_no_mean,StableMax-PPO (no mean floor),314,32,512,0.04680826120821986,3.420558520870996,0.026781461511330477,3.3676512646905654,3.469506477759816,0.606304524489375,0.01413620182161266,0.5790716958868242,0.6336884100881061,3.8483822157755525,0.0076663859621305995,3.8332492620691863,3.8633125160284414,0.8913614938279929,0.004548092106046386,0.8824102659513511,0.8999533586484549,0.9937880635261536,1.2965271472930908,0.13318291306495667,0.5526558456855127,0.4876708984375,-1.0045878887176514,0.3656005859375,2.2632343387831497,0.009765625,0.29272076590859797,-0.7381930947303772,0.291015625,0.05123221041029262,0.02057111772958092,0.08361640338169123,58.27349854,0.03402332109
ev_ppo_no_quality,StableMax-PPO (no Q),314,32,512,0.04680826120821986,3.4678191709329087,0.024518510286905524,3.420173855788176,3.514166207109357,0.62153653824709,0.013751219336423995,0.5939256400805886,0.6493280926044934,3.863802676855954,0.006914797676248525,3.8499585843558863,3.8770992525898493,0.8980649020334177,0.004373023316955244,0.8895056055433909,0.9061215525346308,1.0221673250198364,1.3228098154067993,0.1357937902212143,0.5526558456855127,0.466796875,-1.0396019220352173,0.384033203125,2.28203753888738,0.005859375,0.2982503029925283,-0.7992337942123413,0.3046875,0.09849286047220356,0.07246081300964934,0.1266434048681771,59.16210938,0.071278694
gaussian_ev_ppo,Gaussian EV-PPO + Q,314,32,512,0.04680826120821986,3.5582531739924868,0.021043452577799705,3.5166661084229998,3.598964244695555,0.6544752328604218,0.013748653647020895,0.6280618423635647,0.6806660735200584,3.887887909670556,0.005971673695853202,3.8757130896314087,3.899119585524687,0.9086557402826317,0.004253548196683495,0.899649958691723,0.916661602865285,1.155264973640442,1.4114629030227661,0.14500275254249573,0.5526558456855127,0.37139892578125,-0.9148064255714417,0.287841796875,2.3475238312839792,0.005859375,0.3020359668371384,-0.6430368423461914,0.240234375,0.1889268635317833,0.16255884149895103,0.21639533444274855,58.9307251,0.06290254738
top4_ppo,Top-4 PPO + Q,314,32,512,0.04680826120821986,3.3764707621129713,0.02733611930608991,3.323184410508141,3.428089342650129,0.5745914099623516,0.014221871876656134,0.546890982974002,0.6014371926964358,3.836445392601094,0.008082786288706104,3.820380787823065,3.8523641894811647,0.882683052631754,0.004650510923561383,0.8733974899483591,0.8918690860612993,0.9143619537353516,1.271936297416687,0.12068630009889603,0.5526558456855127,0.51654052734375,-1.0428826808929443,0.3836669921875,2.2100096639724143,0.009765625,0.27747972635552287,-0.7793393135070801,0.294921875,0.007144451652263634,-0.022523375575359748,0.036665088584594795,59.93249512,0.01650249723
best_of_n,Best-of-N (base policy),314,32,512,0.04680826120821986,3.090764732966344,0.034078403345938264,3.0258715059609114,3.155123623935182,0.47350641020939555,0.01428147674007365,0.44578741666229144,0.5023602331947811,3.7488407025674984,0.010462892581101184,3.7269436974650407,3.7700069789043327,0.8440439523699966,0.005141544099226569,0.8339125787151075,0.8544242079002883,0.6965950727462769,1.1062705516815186,0.09848877787590027,0.5526558456855127,0.65869140625,-1.1655329465866089,0.49578857421875,2.02795691956635,0.01953125,0.2513618933953694,-0.9087844491004944,0.38671875,-0.27856157749436206,-0.319413115481477,-0.24107333608722017,60.54522705,
